Year,Month,Day,Hour,Tide [m],Hm0 [m]
2019,1,9,6,1,0.5
2019,1,9,9,0.5,0.5
2019,1,9,12,0,1
2019,1,9,15,-0.5,1
2019,1,9,18,-1,1
2019,1,9,21,-0.5,1
2019,1,10,0,0,0.5
2019,1,10,3,0.5,0.5
2019,1,10,6,1,0.5
2019,1,10,9,0.5,0.5
2019,1,10,12,0,1
2019,1,10,15,-0.5,1
2019,1,10,18,-1,1
2019,1,10,21,-0.5,1
2019,1,11,0,0,0.5
2019,1,11,3,0.5,0.5
2019,1,11,6,1,0.5
2019,1,11,9,0.5,0.5
2019,1,11,12,0,1
2019,1,11,15,-0.5,1
2019,1,11,18,-1,1
2019,1,11,21,-0.5,1
2019,1,12,0,0,0.5
2019,1,12,3,0.5,0.5
2019,1,12,6,1,0.5
2019,1,12,9,0.5,0.5
2019,1,12,12,0,1
2019,1,12,15,-0.5,1
2019,1,12,18,-1,1
2019,1,12,21,-0.5,1
2019,1,13,0,0,0.5
2019,1,13,3,0.5,0.5
2019,1,13,6,1,0.5
2019,1,13,9,0.5,0.5
2019,1,13,12,0,1
2019,1,13,15,-0.5,1
2019,1,13,18,-1,1
2019,1,13,21,-0.5,1
2019,1,14,0,0,0.5
2019,1,14,3,0.5,0.5
2019,1,14,6,1,0.5
2019,1,14,9,0.5,0.5
2019,1,14,12,0,1
2019,1,14,15,-0.5,1
2019,1,14,18,-1,1
2019,1,14,21,-0.5,1
2019,1,15,0,0,0.5
2019,1,15,3,0.5,0.5
2019,1,15,6,1,0.5
2019,1,15,9,0.5,0.5
2019,1,15,12,0,1
2019,1,15,15,-0.5,1
2019,1,15,18,-1,1
2019,1,15,21,-0.5,1
2019,1,16,0,0,0.5
2019,1,16,3,0.5,0.5
2019,1,16,6,1,0.5
2019,1,16,9,0.5,0.5
2019,1,16,12,0,1
2019,1,16,15,-0.5,1
2019,1,16,18,-1,1
2019,1,16,21,-0.5,1
2019,1,17,0,0,0.5
2019,1,17,3,0.5,0.5
2019,1,17,6,1,0.5
2019,1,17,9,0.5,0.5
2019,1,17,12,0,1
2019,1,17,15,-0.5,1
2019,1,17,18,-1,1
2019,1,17,21,-0.5,1
2019,1,18,0,0,0.5
2019,1,18,3,0.5,0.5
2019,1,18,6,1,0.5
2019,1,18,9,0.5,0.5
2019,1,18,12,0,1
2019,1,18,15,-0.5,1
2019,1,18,18,-1,1
2019,1,18,21,-0.5,1
2019,1,19,0,0,0.5
2019,1,19,3,0.5,0.5
2019,1,19,6,1,0.5
2019,1,19,9,0.5,0.5
2019,1,19,12,0,1
2019,1,19,15,-0.5,1
2019,1,19,18,-1,1
2019,1,19,21,-0.5,1
2019,1,20,0,0,0.5
2019,1,20,3,0.5,0.5
2019,1,20,6,1,0.5
2019,1,20,9,0.5,0.5
2019,1,20,12,0,1
2019,1,20,15,-0.5,1
2019,1,20,18,-1,1
2019,1,20,21,-0.5,1
2019,1,21,0,0,0.5
2019,1,21,3,0.5,0.5
2019,1,21,6,1,0.5
2019,1,21,9,0.5,0.5
2019,1,21,12,0,1
2019,1,21,15,-0.5,1
2019,1,21,18,-1,1
2019,1,21,21,-0.5,1
2019,1,22,0,0,0.5
2019,1,22,3,0.5,0.5
2019,1,22,6,1,0.5
2019,1,22,9,0.5,0.5
2019,1,22,12,0,1
2019,1,22,15,-0.5,1
2019,1,22,18,-1,1
2019,1,22,21,-0.5,1
2019,1,23,0,0,0.5
2019,1,23,3,0.5,0.5
2019,1,23,6,1,0.5
2019,1,23,9,0.5,0.5
2019,1,23,12,0,1
2019,1,23,15,-0.5,1
2019,1,23,18,-1,1
2019,1,23,21,-0.5,1
2019,1,24,0,0,0.5
2019,1,24,3,0.5,0.5
2019,1,24,6,1,0.5
2019,1,24,9,0.5,0.5
2019,1,24,12,0,1
2019,1,24,15,-0.5,1
2019,1,24,18,-1,1
2019,1,24,21,-0.5,1
2019,1,25,0,0,0.5
2019,1,25,3,0.5,0.5
2019,1,25,6,1,0.5
2019,1,25,9,0.5,0.5
2019,1,25,12,0,1
2019,1,25,15,-0.5,1
2019,1,25,18,-1,1
2019,1,25,21,-0.5,1
2019,1,26,0,0,0.5
2019,1,26,3,0.5,0.5
2019,1,26,6,1,0.5
2019,1,26,9,0.5,0.5
2019,1,26,12,0,1
2019,1,26,15,-0.5,1
2019,1,26,18,-1,1
2019,1,26,21,-0.5,1
2019,1,27,0,0,0.5
2019,1,27,3,0.5,0.5
2019,1,27,6,1,0.5
2019,1,27,9,0.5,0.5
2019,1,27,12,0,1
2019,1,27,15,-0.5,1
2019,1,27,18,-1,1
2019,1,27,21,-0.5,1
2019,1,28,0,0,0.5
2019,1,28,3,0.5,0.5
2019,1,28,6,1,0.5
2019,1,28,9,0.5,0.5
2019,1,28,12,0,1
2019,1,28,15,-0.5,1
2019,1,28,18,-1,1
2019,1,28,21,-0.5,1
2019,1,29,0,0,0.5
2019,1,29,3,0.5,0.5
2019,1,29,6,1,0.5
2019,1,29,9,0.5,0.5
2019,1,29,12,0,1
2019,1,29,15,-0.5,1
2019,1,29,18,-1,1
2019,1,29,21,-0.5,1
2019,1,30,0,0,0.5
2019,1,30,3,0.5,0.5
2019,1,30,6,1,0.5
2019,1,30,9,0.5,0.5
2019,1,30,12,0,1
2019,1,30,15,-0.5,1
2019,1,30,18,-1,1
2019,1,30,21,-0.5,1
2019,1,31,0,0,0.5
2019,1,31,3,0.5,0.5
2019,1,31,6,1,0.5
2019,1,31,9,0.5,0.5
2019,1,31,12,0,1
2019,1,31,15,-0.5,1
2019,1,31,18,-1,1
2019,1,31,21,-0.5,1
2019,2,1,0,0,0.5
2019,2,1,3,0.5,0.5
2019,2,1,6,1,0.5
2019,2,1,9,0.5,0.5
2019,2,1,12,0,1
2019,2,1,15,-0.5,1
2019,2,1,18,-1,1
2019,2,1,21,-0.5,1
2019,2,2,0,0,0.5
2019,2,2,3,0.5,0.5
2019,2,2,6,1,0.5
2019,2,2,9,0.5,0.5
2019,2,2,12,0,1
2019,2,2,15,-0.5,1
2019,2,2,18,-1,1
2019,2,2,21,-0.5,1
2019,2,3,0,0,0.5
2019,2,3,3,0.5,0.5
2019,2,3,6,1,0.5
2019,2,3,9,0.5,0.5
2019,2,3,12,0,1
2019,2,3,15,-0.5,1
2019,2,3,18,-1,1
2019,2,3,21,-0.5,1
2019,2,4,0,0,0.5
2019,2,4,3,0.5,0.5
2019,2,4,6,1,0.5
2019,2,4,9,0.5,0.5
2019,2,4,12,0,1
2019,2,4,15,-0.5,1
2019,2,4,18,-1,1
2019,2,4,21,-0.5,1
2019,2,5,0,0,0.5
2019,2,5,3,0.5,0.5
2019,2,5,6,1,0.5
2019,2,5,9,0.5,0.5
2019,2,5,12,0,1
2019,2,5,15,-0.5,1
2019,2,5,18,-1,1
2019,2,5,21,-0.5,1
2019,2,6,0,0,0.5
2019,2,6,3,0.5,0.5
2019,2,6,6,1,0.5
2019,2,6,9,0.5,0.5
2019,2,6,12,0,1
2019,2,6,15,-0.5,1
2019,2,6,18,-1,1
2019,2,6,21,-0.5,1
2019,2,7,0,0,0.5
2019,2,7,3,0.5,0.5
2019,2,7,6,1,0.5
2019,2,7,9,0.5,0.5
2019,2,7,12,0,1
2019,2,7,15,-0.5,1
2019,2,7,18,-1,1
2019,2,7,21,-0.5,1
2019,2,8,0,0,0.5
2019,2,8,3,0.5,0.5
2019,2,8,6,1,0.5
2019,2,8,9,0.5,0.5
2019,2,8,12,0,1
2019,2,8,15,-0.5,1
2019,2,8,18,-1,1
2019,2,8,21,-0.5,1
2019,2,9,0,0,0.5
2019,2,9,3,0.5,0.5
2019,2,9,6,1,0.5
2019,2,9,9,0.5,0.5
2019,2,9,12,0,1
2019,2,9,15,-0.5,1
2019,2,9,18,-1,1
2019,2,9,21,-0.5,1
2019,2,10,0,0,0.5
2019,2,10,3,0.5,0.5
2019,2,10,6,1,0.5
2019,2,10,9,0.5,0.5
2019,2,10,12,0,1
2019,2,10,15,-0.5,1
2019,2,10,18,-1,1
2019,2,10,21,-0.5,1
2019,2,11,0,0,0.5
2019,2,11,3,0.5,0.5
2019,2,11,6,1,0.5
2019,2,11,9,0.5,0.5
2019,2,11,12,0,1
2019,2,11,15,-0.5,1
2019,2,11,18,-1,1
2019,2,11,21,-0.5,1
2019,2,12,0,0,0.5
2019,2,12,3,0.5,0.5
2019,2,12,6,1,0.5
2019,2,12,9,0.5,0.5
2019,2,12,12,0,1
2019,2,12,15,-0.5,1
2019,2,12,18,-1,1
2019,2,12,21,-0.5,1
2019,2,13,0,0,0.5
2019,2,13,3,0.5,0.5
2019,2,13,6,1,0.5
2019,2,13,9,0.5,0.5
2019,2,13,12,0,1
2019,2,13,15,-0.5,1
2019,2,13,18,-1,1
2019,2,13,21,-0.5,1
2019,2,14,0,0,0.5
2019,2,14,3,0.5,0.5
2019,2,14,6,1,0.5
2019,2,14,9,0.5,0.5
2019,2,14,12,0,1
2019,2,14,15,-0.5,1
2019,2,14,18,-1,1
2019,2,14,21,-0.5,1
2019,2,15,0,0,0.5
2019,2,15,3,0.5,0.5
2019,2,15,6,1,0.5
2019,2,15,9,0.5,0.5
2019,2,15,12,0,1
2019,2,15,15,-0.5,1
2019,2,15,18,-1,1
2019,2,15,21,-0.5,1
2019,2,16,0,0,0.5
2019,2,16,3,0.5,0.5
2019,2,16,6,1,0.5
2019,2,16,9,0.5,0.5
2019,2,16,12,0,1
2019,2,16,15,-0.5,1
2019,2,16,18,-1,1
2019,2,16,21,-0.5,1
2019,2,17,0,0,0.5
2019,2,17,3,0.5,0.5
2019,2,17,6,1,0.5
2019,2,17,9,0.5,0.5
2019,2,17,12,0,1
2019,2,17,15,-0.5,1
2019,2,17,18,-1,1
2019,2,17,21,-0.5,1
2019,2,18,0,0,0.5
2019,2,18,3,0.5,0.5
2019,2,18,6,1,0.5
2019,2,18,9,0.5,0.5
2019,2,18,12,0,1
2019,2,18,15,-0.5,1
2019,2,18,18,-1,1
2019,2,18,21,-0.5,1
2019,2,19,0,0,0.5
2019,2,19,3,0.5,0.5
2019,2,19,6,1,0.5
2019,2,19,9,0.5,0.5
2019,2,19,12,0,1
2019,2,19,15,-0.5,1
2019,2,19,18,-1,1
2019,2,19,21,-0.5,1
2019,2,20,0,0,0.5
2019,2,20,3,0.5,0.5
2019,2,20,6,1,0.5
2019,2,20,9,0.5,0.5
2019,2,20,12,0,1
2019,2,20,15,-0.5,1
2019,2,20,18,-1,1
2019,2,20,21,-0.5,1
2019,2,21,0,0,0.5
2019,2,21,3,0.5,0.5
2019,2,21,6,1,0.5
2019,2,21,9,0.5,0.5
2019,2,21,12,0,1
2019,2,21,15,-0.5,1
2019,2,21,18,-1,1
2019,2,21,21,-0.5,1
2019,2,22,0,0,0.5
2019,2,22,3,0.5,0.5
2019,2,22,6,1,0.5
2019,2,22,9,0.5,0.5
2019,2,22,12,0,1
2019,2,22,15,-0.5,1
2019,2,22,18,-1,1
2019,2,22,21,-0.5,1
2019,2,23,0,0,0.5
2019,2,23,3,0.5,0.5
2019,2,23,6,1,0.5
2019,2,23,9,0.5,0.5
2019,2,23,12,0,1
2019,2,23,15,-0.5,1
2019,2,23,18,-1,1
2019,2,23,21,-0.5,1
2019,2,24,0,0,0.5
2019,2,24,3,0.5,0.5
2019,2,24,6,1,0.5
2019,2,24,9,0.5,0.5
2019,2,24,12,0,1
2019,2,24,15,-0.5,1
2019,2,24,18,-1,1
2019,2,24,21,-0.5,1
2019,2,25,0,0,0.5
2019,2,25,3,0.5,0.5
2019,2,25,6,1,0.5
2019,2,25,9,0.5,0.5
2019,2,25,12,0,1
2019,2,25,15,-0.5,1
2019,2,25,18,-1,1
2019,2,25,21,-0.5,1
2019,2,26,0,0,0.5
2019,2,26,3,0.5,0.5
2019,2,26,6,1,0.5
2019,2,26,9,0.5,0.5
2019,2,26,12,0,1
2019,2,26,15,-0.5,1
2019,2,26,18,-1,1
2019,2,26,21,-0.5,1
2019,2,27,0,0,0.5
2019,2,27,3,0.5,0.5
2019,2,27,6,1,0.5
2019,2,27,9,0.5,0.5
2019,2,27,12,0,1
2019,2,27,15,-0.5,1
2019,2,27,18,-1,1
2019,2,27,21,-0.5,1
2019,2,28,0,0,0.5
2019,2,28,3,0.5,0.5
2019,2,28,6,1,0.5
2019,2,28,9,0.5,0.5
2019,2,28,12,0,1
2019,2,28,15,-0.5,1
2019,2,28,18,-1,1
2019,2,28,21,-0.5,1
2019,3,1,0,0,0.5
2019,3,1,3,0.5,0.5
2019,3,1,6,1,0.5
2019,3,1,9,0.5,0.5
2019,3,1,12,0,1
2019,3,1,15,-0.5,1
2019,3,1,18,-1,1
2019,3,1,21,-0.5,1
2019,3,2,0,0,0.5
2019,3,2,3,0.5,0.5
2019,3,2,6,1,0.5
2019,3,2,9,0.5,0.5
2019,3,2,12,0,1
2019,3,2,15,-0.5,1
2019,3,2,18,-1,1
2019,3,2,21,-0.5,1
2019,3,3,0,0,0.5
2019,3,3,3,0.5,0.5
2019,3,3,6,1,0.5
2019,3,3,9,0.5,0.5
2019,3,3,12,0,1
2019,3,3,15,-0.5,1
2019,3,3,18,-1,1
2019,3,3,21,-0.5,1
2019,3,4,0,0,0.5
2019,3,4,3,0.5,0.5
2019,3,4,6,1,0.5
2019,3,4,9,0.5,0.5
2019,3,4,12,0,1
2019,3,4,15,-0.5,1
2019,3,4,18,-1,1
2019,3,4,21,-0.5,1
2019,3,5,0,0,0.5
2019,3,5,3,0.5,0.5
2019,3,5,6,1,0.5
2019,3,5,9,0.5,0.5
2019,3,5,12,0,1
2019,3,5,15,-0.5,1
2019,3,5,18,-1,1
2019,3,5,21,-0.5,1
2019,3,6,0,0,0.5
2019,3,6,3,0.5,0.5
2019,3,6,6,1,0.5
2019,3,6,9,0.5,0.5
2019,3,6,12,0,1
2019,3,6,15,-0.5,1
2019,3,6,18,-1,1
2019,3,6,21,-0.5,1
2019,3,7,0,0,0.5
2019,3,7,3,0.5,0.5
2019,3,7,6,1,0.5
2019,3,7,9,0.5,0.5
2019,3,7,12,0,1
2019,3,7,15,-0.5,1
2019,3,7,18,-1,1
2019,3,7,21,-0.5,1
2019,3,8,0,0,0.5
2019,3,8,3,0.5,0.5
2019,3,8,6,1,0.5
2019,3,8,9,0.5,0.5
2019,3,8,12,0,1
2019,3,8,15,-0.5,1
2019,3,8,18,-1,1
2019,3,8,21,-0.5,1
2019,3,9,0,0,0.5
2019,3,9,3,0.5,0.5
2019,3,9,6,1,0.5
2019,3,9,9,0.5,0.5
2019,3,9,12,0,1
2019,3,9,15,-0.5,1
2019,3,9,18,-1,1
2019,3,9,21,-0.5,1
2019,3,10,0,0,0.5
2019,3,10,3,0.5,0.5
2019,3,10,6,1,0.5
2019,3,10,9,0.5,0.5
2019,3,10,12,0,1
2019,3,10,15,-0.5,1
2019,3,10,18,-1,1
2019,3,10,21,-0.5,1
2019,3,11,0,0,0.5
2019,3,11,3,0.5,0.5
2019,3,11,6,1,0.5
2019,3,11,9,0.5,0.5
2019,3,11,12,0,1
2019,3,11,15,-0.5,1
2019,3,11,18,-1,1
2019,3,11,21,-0.5,1
2019,3,12,0,0,0.5
2019,3,12,3,0.5,0.5
2019,3,12,6,1,0.5
2019,3,12,9,0.5,0.5
2019,3,12,12,0,1
2019,3,12,15,-0.5,1
2019,3,12,18,-1,1
2019,3,12,21,-0.5,1
2019,3,13,0,0,0.5
2019,3,13,3,0.5,0.5
2019,3,13,6,1,0.5
2019,3,13,9,0.5,0.5
2019,3,13,12,0,1
2019,3,13,15,-0.5,1
2019,3,13,18,-1,1
2019,3,13,21,-0.5,1
2019,3,14,0,0,0.5
2019,3,14,3,0.5,0.5
2019,3,14,6,1,0.5
2019,3,14,9,0.5,0.5
2019,3,14,12,0,1
2019,3,14,15,-0.5,1
2019,3,14,18,-1,1
2019,3,14,21,-0.5,1
2019,3,15,0,0,0.5
2019,3,15,3,0.5,0.5
2019,3,15,6,1,0.5
2019,3,15,9,0.5,0.5
2019,3,15,12,0,1
2019,3,15,15,-0.5,1
2019,3,15,18,-1,1
2019,3,15,21,-0.5,1
2019,3,16,0,0,0.5
2019,3,16,3,0.5,0.5
2019,3,16,6,1,0.5
2019,3,16,9,0.5,0.5
2019,3,16,12,0,1
2019,3,16,15,-0.5,1
2019,3,16,18,-1,1
2019,3,16,21,-0.5,1
2019,3,17,0,0,0.5
2019,3,17,3,0.5,0.5
2019,3,17,6,1,0.5
2019,3,17,9,0.5,0.5
2019,3,17,12,0,1
2019,3,17,15,-0.5,1
2019,3,17,18,-1,1
2019,3,17,21,-0.5,1
2019,3,18,0,0,0.5
2019,3,18,3,0.5,0.5
2019,3,18,6,1,0.5
2019,3,18,9,0.5,0.5
2019,3,18,12,0,1
2019,3,18,15,-0.5,1
2019,3,18,18,-1,1
2019,3,18,21,-0.5,1
2019,3,19,0,0,0.5
2019,3,19,3,0.5,0.5
2019,3,19,6,1,0.5
2019,3,19,9,0.5,0.5
2019,3,19,12,0,1
2019,3,19,15,-0.5,1
2019,3,19,18,-1,1
2019,3,19,21,-0.5,1
2019,3,20,0,0,0.5
2019,3,20,3,0.5,0.5
2019,3,20,6,1,0.5
2019,3,20,9,0.5,0.5
2019,3,20,12,0,1
2019,3,20,15,-0.5,1
2019,3,20,18,-1,1
2019,3,20,21,-0.5,1
2019,3,21,0,0,0.5
2019,3,21,3,0.5,0.5
2019,3,21,6,1,0.5
2019,3,21,9,0.5,0.5
2019,3,21,12,0,1
2019,3,21,15,-0.5,1
2019,3,21,18,-1,1
2019,3,21,21,-0.5,1
2019,3,22,0,0,0.5
2019,3,22,3,0.5,0.5
2019,3,22,6,1,0.5
2019,3,22,9,0.5,0.5
2019,3,22,12,0,1
2019,3,22,15,-0.5,1
2019,3,22,18,-1,1
2019,3,22,21,-0.5,1
2019,3,23,0,0,0.5
2019,3,23,3,0.5,0.5
2019,3,23,6,1,0.5
2019,3,23,9,0.5,0.5
2019,3,23,12,0,1
2019,3,23,15,-0.5,1
2019,3,23,18,-1,1
2019,3,23,21,-0.5,1
2019,3,24,0,0,0.5
2019,3,24,3,0.5,0.5
2019,3,24,6,1,0.5
2019,3,24,9,0.5,0.5
2019,3,24,12,0,1
2019,3,24,15,-0.5,1
2019,3,24,18,-1,1
2019,3,24,21,-0.5,1
2019,3,25,0,0,0.5
2019,3,25,3,0.5,0.5
2019,3,25,6,1,0.5
2019,3,25,9,0.5,0.5
2019,3,25,12,0,1
2019,3,25,15,-0.5,1
2019,3,25,18,-1,1
2019,3,25,21,-0.5,1
2019,3,26,0,0,0.5
2019,3,26,3,0.5,0.5
2019,3,26,6,1,0.5
2019,3,26,9,0.5,0.5
2019,3,26,12,0,1
2019,3,26,15,-0.5,1
2019,3,26,18,-1,1
2019,3,26,21,-0.5,1
2019,3,27,0,0,0.5
2019,3,27,3,0.5,0.5
2019,3,27,6,1,0.5
2019,3,27,9,0.5,0.5
2019,3,27,12,0,1
2019,3,27,15,-0.5,1
2019,3,27,18,-1,1
2019,3,27,21,-0.5,1
2019,3,28,0,0,0.5
2019,3,28,3,0.5,0.5
2019,3,28,6,1,0.5
2019,3,28,9,0.5,0.5
2019,3,28,12,0,1
2019,3,28,15,-0.5,1
2019,3,28,18,-1,1
2019,3,28,21,-0.5,1
2019,3,29,0,0,0.5
2019,3,29,3,0.5,0.5
2019,3,29,6,1,0.5
2019,3,29,9,0.5,0.5
2019,3,29,12,0,1
2019,3,29,15,-0.5,1
2019,3,29,18,-1,1
2019,3,29,21,-0.5,1
2019,3,30,0,0,0.5
2019,3,30,3,0.5,0.5
2019,3,30,6,1,0.5
2019,3,30,9,0.5,0.5
2019,3,30,12,0,1
2019,3,30,15,-0.5,1
2019,3,30,18,-1,1
2019,3,30,21,-0.5,1
2019,3,31,0,0,0.5
2019,3,31,3,0.5,0.5
2019,3,31,6,1,0.5
2019,3,31,9,0.5,0.5
2019,3,31,12,0,1
2019,3,31,15,-0.5,1
2019,3,31,18,-1,1
2019,3,31,21,-0.5,1
2019,4,1,0,0,0.5
